Coastline Micro,,,,,Thresher Series™ Desktop PC - CEK815E-A,,,,,Intel® Pentium® III 800MHz, Mid-Tower ATX Chassis, 128MB PC-133 SDRAM, Seagate 20GB HD,,,,,Yes,,,,,5,,,,,1750.00,,,,,1750.00:end
Coastline Micro,,,,,Thresher Series™ Desktop PC - CEK815E-A,,,,,Intel® Pentium® III 800MHz, Mid-Tower ATX Chassis, 128MB PC-133 SDRAM, Seagate 20GB HD,,,,,Yes,,,,,5,,,,,1750.00,,,,,1750.00:end
